tweet_id,author_id,created_at,text,in_network
187,8,2025-12-09T06:21:17.410614Z,Synthetic tweet 187 by user 8,1
188,19,2025-12-07T07:41:39.410614Z,Synthetic tweet 188 by user 19,1
189,61,2025-12-04T09:05:31.410614Z,Synthetic tweet 189 by user 61,0
190,29,2025-12-03T21:19:46.410614Z,Synthetic tweet 190 by user 29,1
191,21,2025-12-07T23:28:44.410614Z,Synthetic tweet 191 by user 21,1
192,134,2025-12-04T23:59:13.410614Z,Synthetic tweet 192 by user 134,0
193,96,2025-12-07T05:59:53.410614Z,Synthetic tweet 193 by user 96,0
194,37,2025-12-02T12:27:28.410614Z,Synthetic tweet 194 by user 37,1
195,148,2025-12-01T12:05:48.410614Z,Synthetic tweet 195 by user 148,0
196,37,2025-12-04T05:23:24.410614Z,Synthetic tweet 196 by user 37,1
197,6,2025-12-04T03:36:17.410614Z,Synthetic tweet 197 by user 6,1
198,27,2025-12-06T21:57:22.410614Z,Synthetic tweet 198 by user 27,1
199,25,2025-12-05T01:00:35.410614Z,Synthetic tweet 199 by user 25,1
200,171,2025-12-07T05:15:45.410614Z,Synthetic tweet 200 by user 171,0
201,173,2025-12-08T14:52:35.410614Z,Synthetic tweet 201 by user 173,0
202,80,2025-12-02T15:04:16.410614Z,Synthetic tweet 202 by user 80,0
203,173,2025-12-09T05:06:12.410614Z,Synthetic tweet 203 by user 173,0
204,99,2025-12-03T13:28:23.410614Z,Synthetic tweet 204 by user 99,0
205,117,2025-12-05T12:26:38.410614Z,Synthetic tweet 205 by user 117,0
206,3,2025-12-07T17:40:02.410614Z,Synthetic tweet 206 by user 3,1
207,162,2025-12-06T23:40:31.410614Z,Synthetic tweet 207 by user 162,0
208,3,2025-12-08T03:04:03.410614Z,Synthetic tweet 208 by user 3,1
209,26,2025-12-04T00:05:58.410614Z,Synthetic tweet 209 by user 26,1
210,110,2025-12-06T12:34:11.410614Z,Synthetic tweet 210 by user 110,0
211,18,2025-12-07T12:27:49.410614Z,Synthetic tweet 211 by user 18,1
212,34,2025-12-03T19:28:17.410614Z,Synthetic tweet 212 by user 34,1
213,6,2025-12-09T02:04:36.410614Z,Synthetic tweet 213 by user 6,1
214,59,2025-12-06T02:38:50.410614Z,Synthetic tweet 214 by user 59,0
215,172,2025-12-07T22:58:19.410614Z,Synthetic tweet 215 by user 172,0
216,17,2025-12-05T07:47:57.410614Z,Synthetic tweet 216 by user 17,1
217,131,2025-12-09T09:58:47.410614Z,Synthetic tweet 217 by user 131,0
218,84,2025-12-02T19:46:39.410614Z,Synthetic tweet 218 by user 84,0
219,100,2025-12-03T05:40:35.410614Z,Synthetic tweet 219 by user 100,0
220,10,2025-12-02T17:46:48.410614Z,Synthetic tweet 220 by user 10,1
221,4,2025-12-02T22:56:41.410614Z,Synthetic tweet 221 by user 4,1
222,17,2025-12-03T08:02:23.410614Z,Synthetic tweet 222 by user 17,1
223,28,2025-12-01T14:41:11.410614Z,Synthetic tweet 223 by user 28,1
224,22,2025-12-06T05:48:38.410614Z,Synthetic tweet 224 by user 22,1
225,9,2025-12-02T09:02:56.410614Z,Synthetic tweet 225 by user 9,1
226,11,2025-12-09T00:59:43.410614Z,Synthetic tweet 226 by user 11,1
227,77,2025-12-09T00:07:43.410614Z,Synthetic tweet 227 by user 77,0
228,29,2025-12-05T07:55:11.410614Z,Synthetic tweet 228 by user 29,1
229,5,2025-12-07T23:17:16.410614Z,Synthetic tweet 229 by user 5,1
230,26,2025-12-06T22:03:45.410614Z,Synthetic tweet 230 by user 26,1
231,40,2025-12-07T09:00:07.410614Z,Synthetic tweet 231 by user 40,1
232,127,2025-12-07T23:25:42.410614Z,Synthetic tweet 232 by user 127,0
233,9,2025-12-02T10:36:15.410614Z,Synthetic tweet 233 by user 9,1
234,27,2025-12-02T11:56:04.410614Z,Synthetic tweet 234 by user 27,1
235,113,2025-12-06T13:37:15.410614Z,Synthetic tweet 235 by user 113,0
236,173,2025-12-03T06:00:46.410614Z,Synthetic tweet 236 by user 173,0
237,1,2025-12-09T08:02:45.410614Z,Synthetic tweet 237 by user 1,1
238,2,2025-12-04T04:14:56.410614Z,Synthetic tweet 238 by user 2,1
239,15,2025-12-05T20:49:52.410614Z,Synthetic tweet 239 by user 15,1
240,157,2025-12-05T01:28:58.410614Z,Synthetic tweet 240 by user 157,0
241,7,2025-12-05T03:05:02.410614Z,Synthetic tweet 241 by user 7,1
242,107,2025-12-08T09:55:32.410614Z,Synthetic tweet 242 by user 107,0
243,32,2025-12-02T14:54:54.410614Z,Synthetic tweet 243 by user 32,1
244,148,2025-12-02T06:08:26.410614Z,Synthetic tweet 244 by user 148,0
245,31,2025-12-08T22:35:43.410614Z,Synthetic tweet 245 by user 31,1
246,68,2025-12-08T20:09:50.410614Z,Synthetic tweet 246 by user 68,0
247,100,2025-12-08T01:00:30.410614Z,Synthetic tweet 247 by user 100,0
248,170,2025-12-02T04:27:46.410614Z,Synthetic tweet 248 by user 170,0
249,39,2025-12-08T10:47:44.410614Z,Synthetic tweet 249 by user 39,1
250,36,2025-12-06T05:30:46.410614Z,Synthetic tweet 250 by user 36,1
251,3,2025-12-05T08:44:58.410614Z,Synthetic tweet 251 by user 3,1
252,13,2025-12-02T07:31:38.410614Z,Synthetic tweet 252 by user 13,1
253,13,2025-12-04T21:15:41.410614Z,Synthetic tweet 253 by user 13,1
254,10,2025-12-01T17:55:31.410614Z,Synthetic tweet 254 by user 10,1
255,112,2025-12-05T08:24:52.410614Z,Synthetic tweet 255 by user 112,0
256,5,2025-12-03T05:00:05.410614Z,Synthetic tweet 256 by user 5,1
257,189,2025-12-03T21:50:41.410614Z,Synthetic tweet 257 by user 189,0
258,31,2025-12-04T04:56:22.410614Z,Synthetic tweet 258 by user 31,1
259,118,2025-12-02T10:06:29.410614Z,Synthetic tweet 259 by user 118,0
260,122,2025-12-04T19:43:20.410614Z,Synthetic tweet 260 by user 122,0
261,141,2025-12-02T02:08:33.410614Z,Synthetic tweet 261 by user 141,0
262,4,2025-12-06T01:57:17.410614Z,Synthetic tweet 262 by user 4,1
263,184,2025-12-09T06:13:49.410614Z,Synthetic tweet 263 by user 184,0
264,21,2025-12-08T08:36:44.410614Z,Synthetic tweet 264 by user 21,1
265,165,2025-12-03T16:01:09.410614Z,Synthetic tweet 265 by user 165,0
266,36,2025-12-02T14:15:41.410614Z,Synthetic tweet 266 by user 36,1
267,122,2025-12-05T15:34:36.410614Z,Synthetic tweet 267 by user 122,0
268,10,2025-12-08T21:38:19.410614Z,Synthetic tweet 268 by user 10,1
269,84,2025-12-02T16:14:07.410614Z,Synthetic tweet 269 by user 84,0
270,47,2025-12-01T14:52:51.410614Z,Synthetic tweet 270 by user 47,0
271,119,2025-12-05T18:23:33.410614Z,Synthetic tweet 271 by user 119,0
272,57,2025-12-05T08:51:29.410614Z,Synthetic tweet 272 by user 57,0
273,93,2025-12-03T10:28:06.410614Z,Synthetic tweet 273 by user 93,0
274,1,2025-12-07T07:21:12.410614Z,Synthetic tweet 274 by user 1,1
275,10,2025-12-02T05:26:18.410614Z,Synthetic tweet 275 by user 10,1
276,4,2025-12-07T04:01:05.410614Z,Synthetic tweet 276 by user 4,1
277,7,2025-12-06T07:08:18.410614Z,Synthetic tweet 277 by user 7,1
278,30,2025-12-08T20:19:05.410614Z,Synthetic tweet 278 by user 30,1
279,40,2025-12-07T19:52:50.410614Z,Synthetic tweet 279 by user 40,1
280,10,2025-12-05T12:53:46.410614Z,Synthetic tweet 280 by user 10,1
281,22,2025-12-06T14:04:03.410614Z,Synthetic tweet 281 by user 22,1
282,140,2025-12-05T00:05:27.410614Z,Synthetic tweet 282 by user 140,0
283,92,2025-12-08T08:33:51.410614Z,Synthetic tweet 283 by user 92,0
284,33,2025-12-02T15:28:34.410614Z,Synthetic tweet 284 by user 33,1
285,136,2025-12-02T15:37:59.410614Z,Synthetic tweet 285 by user 136,0
286,79,2025-12-04T01:40:35.410614Z,Synthetic tweet 286 by user 79,0
287,134,2025-12-02T11:16:57.410614Z,Synthetic tweet 287 by user 134,0
288,187,2025-12-03T07:38:09.410614Z,Synthetic tweet 288 by user 187,0
289,39,2025-12-03T06:17:04.410614Z,Synthetic tweet 289 by user 39,1
290,20,2025-12-06T15:06:13.410614Z,Synthetic tweet 290 by user 20,1
291,10,2025-12-08T07:53:12.410614Z,Synthetic tweet 291 by user 10,1
292,29,2025-12-08T01:18:59.410614Z,Synthetic tweet 292 by user 29,1
293,18,2025-12-03T20:46:21.410614Z,Synthetic tweet 293 by user 18,1
294,186,2025-12-04T21:47:11.410614Z,Synthetic tweet 294 by user 186,0
295,23,2025-12-01T14:54:21.410614Z,Synthetic tweet 295 by user 23,1
296,11,2025-12-02T10:22:07.410614Z,Synthetic tweet 296 by user 11,1
297,59,2025-12-07T01:42:18.410614Z,Synthetic tweet 297 by user 59,0
298,20,2025-12-03T06:29:42.410614Z,Synthetic tweet 298 by user 20,1
299,12,2025-12-03T10:19:14.410614Z,Synthetic tweet 299 by user 12,1
300,34,2025-12-02T23:39:48.410614Z,Synthetic tweet 300 by user 34,1
301,176,2025-12-06T09:56:17.410614Z,Synthetic tweet 301 by user 176,0
302,128,2025-12-02T01:57:14.410614Z,Synthetic tweet 302 by user 128,0
303,29,2025-12-04T10:59:46.410614Z,Synthetic tweet 303 by user 29,1
304,26,2025-12-04T00:41:55.410614Z,Synthetic tweet 304 by user 26,1
305,31,2025-12-05T01:31:32.410614Z,Synthetic tweet 305 by user 31,1
306,24,2025-12-02T08:09:24.410614Z,Synthetic tweet 306 by user 24,1
307,14,2025-12-06T06:50:23.410614Z,Synthetic tweet 307 by user 14,1
308,152,2025-12-04T19:35:58.410614Z,Synthetic tweet 308 by user 152,0
309,63,2025-12-04T01:55:24.410614Z,Synthetic tweet 309 by user 63,0
310,25,2025-12-02T13:42:22.410614Z,Synthetic tweet 310 by user 25,1
311,192,2025-12-08T04:53:24.410614Z,Synthetic tweet 311 by user 192,0
312,7,2025-12-02T04:02:10.410614Z,Synthetic tweet 312 by user 7,1
313,96,2025-12-02T18:05:38.410614Z,Synthetic tweet 313 by user 96,0
314,191,2025-12-04T09:41:10.410614Z,Synthetic tweet 314 by user 191,0
315,11,2025-12-07T09:20:37.410614Z,Synthetic tweet 315 by user 11,1
316,167,2025-12-04T17:16:51.410614Z,Synthetic tweet 316 by user 167,0
317,27,2025-12-03T06:47:38.410614Z,Synthetic tweet 317 by user 27,1
318,151,2025-12-09T05:24:25.410614Z,Synthetic tweet 318 by user 151,0
319,25,2025-12-06T04:25:28.410614Z,Synthetic tweet 319 by user 25,1
320,35,2025-12-09T02:38:56.410614Z,Synthetic tweet 320 by user 35,1
321,170,2025-12-08T19:06:50.410614Z,Synthetic tweet 321 by user 170,0
322,28,2025-12-08T22:36:42.410614Z,Synthetic tweet 322 by user 28,1
323,21,2025-12-06T01:45:27.410614Z,Synthetic tweet 323 by user 21,1
324,127,2025-12-03T18:49:51.410614Z,Synthetic tweet 324 by user 127,0
325,30,2025-12-02T12:35:53.410614Z,Synthetic tweet 325 by user 30,1
326,136,2025-12-08T10:37:12.410614Z,Synthetic tweet 326 by user 136,0
327,25,2025-12-05T22:10:18.410614Z,Synthetic tweet 327 by user 25,1
328,11,2025-12-01T14:06:15.410614Z,Synthetic tweet 328 by user 11,1
329,5,2025-12-02T05:16:01.410614Z,Synthetic tweet 329 by user 5,1
330,11,2025-12-01T14:21:54.410614Z,Synthetic tweet 330 by user 11,1
331,40,2025-12-03T23:11:56.410614Z,Synthetic tweet 331 by user 40,1
332,51,2025-12-07T02:18:54.410614Z,Synthetic tweet 332 by user 51,0
333,48,2025-12-08T01:21:13.410614Z,Synthetic tweet 333 by user 48,0
334,27,2025-12-08T21:39:30.410614Z,Synthetic tweet 334 by user 27,1
335,25,2025-12-09T05:48:05.410614Z,Synthetic tweet 335 by user 25,1
336,80,2025-12-06T03:40:25.410614Z,Synthetic tweet 336 by user 80,0
337,128,2025-12-06T04:12:21.410614Z,Synthetic tweet 337 by user 128,0
338,155,2025-12-04T12:00:33.410614Z,Synthetic tweet 338 by user 155,0
339,9,2025-12-02T17:02:41.410614Z,Synthetic tweet 339 by user 9,1
340,17,2025-12-09T11:24:31.410614Z,Synthetic tweet 340 by user 17,1
341,36,2025-12-02T06:54:55.410614Z,Synthetic tweet 341 by user 36,1
342,64,2025-12-06T13:50:45.410614Z,Synthetic tweet 342 by user 64,0
343,195,2025-12-09T03:35:08.410614Z,Synthetic tweet 343 by user 195,0
344,105,2025-12-04T13:35:01.410614Z,Synthetic tweet 344 by user 105,0
345,58,2025-12-04T12:19:52.410614Z,Synthetic tweet 345 by user 58,0
346,124,2025-12-04T20:18:08.410614Z,Synthetic tweet 346 by user 124,0
347,7,2025-12-02T23:02:11.410614Z,Synthetic tweet 347 by user 7,1
348,1,2025-12-02T02:33:28.410614Z,Synthetic tweet 348 by user 1,1
349,63,2025-12-05T18:44:26.410614Z,Synthetic tweet 349 by user 63,0
